,Code,Lat,Long,Feb
2557,US-DIV04708,43.0,-89.0,-2.77
2558,US-DIV04708,43.0,-89.0,-1.19
2559,US-DIV04709,43.0,-88.0,-1.48
2560,US-DIV04709,43.0,-88.0,-1.23
2561,US-DIV04709,43.0,-88.0,-1.03
2562,US-DIV04801,45.0,-110.0,-0.63
2563,US-DIV04801,45.0,-110.0,0.46
2564,US-DIV04801,45.0,-110.0,0.66
2565,US-DIV04802,44.0,-110.0,-0.0
2566,US-DIV04802,44.0,-110.0,0.57
2567,US-DIV04802,44.0,-110.0,1.71
2568,US-DIV04803,42.0,-110.0,0.36
2569,US-DIV04803,42.0,-110.0,1.15
2570,US-DIV04803,42.0,-110.0,1.28
2571,US-DIV04804,44.0,-108.0,1.39
2572,US-DIV04804,44.0,-108.0,3.36
2573,US-DIV04805,44.0,-106.0,-0.1
2574,US-DIV04805,44.0,-106.0,0.21
2575,US-DIV04805,44.0,-106.0,1.66
2576,US-DIV04806,44.0,-105.0,-0.73
2577,US-DIV04806,44.0,-105.0,-0.41
2578,US-DIV04806,44.0,-105.0,0.73
2579,US-DIV04807,43.0,-105.0,-0.62
2580,US-DIV04807,43.0,-105.0,-0.0
2581,US-DIV04807,43.0,-105.0,0.32
2582,US-DIV04808,42.0,-105.0,-0.56
2583,US-DIV04808,42.0,-105.0,-0.0
2584,US-DIV04808,42.0,-105.0,0.84
2585,US-DIV04809,43.0,-109.0,3.02
2586,US-DIV04809,43.0,-109.0,4.9
2587,US-DIV04810,42.0,-107.0,0.53
2588,US-DIV04810,42.0,-107.0,1.5
2589,US-DIV04810,42.0,-107.0,1.6
2590,USC00502107,65.0,-148.0,-1.24
2591,USC00502107,65.0,-148.0,-1.09
2592,USC00502107,65.0,-148.0,-1.07
2593,USC00502607,65.0,-141.0,-0.92
2594,USC00502607,65.0,-141.0,5.65
2595,USC00502607,65.0,-141.0,6.04
2596,USC00506581,65.0,-147.0,-1.46
2597,USC00506581,65.0,-147.0,-1.17
2598,USW00025309,58.0,-135.0,-0.84
2599,USW00025309,58.0,-135.0,4.54
2600,USW00025309,58.0,-135.0,4.91
2601,USW00025325,55.0,-132.0,-3.58
2602,USW00025325,55.0,-132.0,-1.19
2603,USW00025339,60.0,-140.0,-1.22
2604,USW00025339,60.0,-140.0,-1.16
2605,USW00025339,60.0,-140.0,-0.82
2606,USW00025501,58.0,-152.0,0.81
2607,USW00025501,58.0,-152.0,2.42
2608,USW00025503,59.0,-157.0,4.54
2609,USW00025503,59.0,-157.0,4.64
2610,USW00025624,55.0,-163.0,1.13
2611,USW00025624,55.0,-163.0,1.8
2612,USW00025713,57.0,-170.0,1.14
2613,USW00025713,57.0,-170.0,2.0
2614,USW00026411,65.0,-148.0,-0.88
2615,USW00026411,65.0,-148.0,-0.64
2616,USW00026411,65.0,-148.0,0.7
2617,USW00026451,61.0,-150.0,1.14
2618,USW00026451,61.0,-150.0,7.55
2619,USW00026533,67.0,-152.0,-0.03
2620,USW00026533,67.0,-152.0,2.6
2621,USW00026533,67.0,-152.0,2.73
2622,USW00026615,61.0,-162.0,3.1
2623,USW00026615,61.0,-162.0,5.08
2624,USW00026616,67.0,-163.0,3.1
2625,USW00026616,67.0,-163.0,8.74
2626,USW00026617,65.0,-165.0,0.8
2627,USW00026617,65.0,-165.0,5.65
2628,USW00027502,71.0,-157.0,3.01
2629,USW00027502,71.0,-157.0,6.42
2630,0,73.5,-164.2,0.0
2631,0,75.2,-148.4,0.0
2632,0,79.52,-121.6,0.0
2633,0,80.6,-100.4,0.0
2634,0,77.4,-73.2,0.0
2635,0,73.1,-55.0,0.0
2636,0,59.5,-44.3,0.0
2637,0,46.1,-43.5,0.0
2638,0,24.4,-65.2,0.0
2639,0,17.5,-85.7,0.0
2640,0,16.1,-110.6,0.0
2641,0,27.6,-133.1,0.0
2642,0,48.0,-144.3,0.0
2643,0,47.3,-174.4,0.0
2644,0,63.3,-174.5,0.0
2645,0,73.6,-172.9,0.0
2646,0,71.5,-132.7,0.0
2647,0,66.2,-78.7,0.0
2648,0,57.5,-58.7,0.0
2649,0,46.9,-49.5,0.0
2650,0,71.0,-114.0,0.0
2651,0,68.72,-94.88,0.0
2652,0,68.47,-105.25,0.0
2653,0,68.156,-150.5,0.0
2654,0,69.0,-143.5,0.0
